BuildingIndex,Year,Month,Day,Hour,Quarter,P1(DayOfWeek),P2(Holiday),P3(HighestTemp),P4(Weather),Demand
1,2017,3,20,10,2,1,4,13.6,2,439.68
1,2017,3,20,10,3,1,4,13.6,2,389.28
1,2017,3,20,11,0,1,4,13.6,2,393.12
1,2017,3,20,11,1,1,4,13.6,2,394.08
1,2017,3,20,11,2,1,4,13.6,2,384.48
1,2017,3,20,11,3,1,4,13.6,2,379.2
1,2017,3,20,12,0,1,4,13.6,2,378.72
1,2017,3,20,12,1,1,4,13.6,2,316.8
1,2017,3,20,12,2,1,4,13.6,2,320.16
1,2017,3,20,12,3,1,4,13.6,2,333.12
1,2017,3,20,13,0,1,4,13.6,2,344.16
1,2017,3,20,13,1,1,4,13.6,2,396.48
1,2017,3,20,13,2,1,4,13.6,2,408.96
1,2017,3,20,13,3,1,4,13.6,2,400.32
1,2017,3,20,14,0,1,4,13.6,2,393.12
1,2017,3,20,14,1,1,4,13.6,2,382.56
1,2017,3,20,14,2,1,4,13.6,2,367.68
1,2017,3,20,14,3,1,4,13.6,2,396.48
1,2017,3,20,15,0,1,4,13.6,2,364.32
1,2017,3,20,15,1,1,4,13.6,2,394.08
1,2017,3,20,15,2,1,4,13.6,2,379.68
1,2017,3,20,15,3,1,4,13.6,2,392.16
1,2017,3,20,16,0,1,4,13.6,2,366.72
1,2017,3,20,16,1,1,4,13.6,2,376.32
1,2017,3,20,16,2,1,4,13.6,2,365.76
1,2017,3,20,16,3,1,4,13.6,2,359.04
1,2017,3,20,17,0,1,4,13.6,2,391.68
1,2017,3,20,17,1,1,4,13.6,2,330.24
1,2017,3,20,17,2,1,4,13.6,2,328.32
1,2017,3,20,17,3,1,4,13.6,2,324.48
1,2017,3,20,18,0,1,4,13.6,2,319.2
1,2017,3,20,18,1,1,4,13.6,2,300.0
1,2017,3,20,18,2,1,4,13.6,2,304.8
1,2017,3,20,18,3,1,4,13.6,2,302.4
1,2017,3,20,19,0,1,4,13.6,2,278.4
1,2017,3,20,19,1,1,4,13.6,2,276.96
1,2017,3,20,19,2,1,4,13.6,2,272.16
1,2017,3,20,19,3,1,4,13.6,2,264.48
1,2017,3,20,20,0,1,4,13.6,2,252.96
1,2017,3,20,20,1,1,4,13.6,2,228.48
1,2017,3,20,20,2,1,4,13.6,2,220.32
1,2017,3,20,20,3,1,4,13.6,2,227.04
1,2017,3,20,21,0,1,4,13.6,2,227.52
1,2017,3,20,21,1,1,4,13.6,2,216.0
1,2017,3,20,21,2,1,4,13.6,2,204.96
1,2017,3,20,21,3,1,4,13.6,2,208.8
1,2017,3,20,22,0,1,4,13.6,2,214.08
1,2017,3,20,22,1,1,4,13.6,2,205.44
1,2017,3,20,22,2,1,4,13.6,2,203.04
1,2017,3,20,22,3,1,4,13.6,2,196.32
1,2017,3,20,23,0,1,4,13.6,2,194.88
1,2017,3,20,23,1,1,4,13.6,2,206.4
1,2017,3,20,23,2,1,4,13.6,2,196.32
1,2017,3,20,23,3,1,4,13.6,2,176.64
1,2017,3,20,24,0,1,4,13.6,2,170.88
1,2017,3,21,0,1,2,4,13.0,1,167.04
1,2017,3,21,0,2,2,4,13.0,1,176.64
1,2017,3,21,0,3,2,4,13.0,1,193.92
1,2017,3,21,1,0,2,4,13.0,1,174.24
1,2017,3,21,1,1,2,4,13.0,1,158.4
1,2017,3,21,1,2,2,4,13.0,1,156.96
1,2017,3,21,1,3,2,4,13.0,1,164.16
1,2017,3,21,2,0,2,4,13.0,1,177.6
1,2017,3,21,2,1,2,4,13.0,1,159.84
1,2017,3,21,2,2,2,4,13.0,1,153.6
1,2017,3,21,2,3,2,4,13.0,1,152.64
1,2017,3,21,3,0,2,4,13.0,1,171.36
1,2017,3,21,3,1,2,4,13.0,1,166.08
1,2017,3,21,3,2,2,4,13.0,1,166.56
1,2017,3,21,3,3,2,4,13.0,1,167.52
1,2017,3,21,4,0,2,4,13.0,1,167.04
1,2017,3,21,4,1,2,4,13.0,1,157.44
1,2017,3,21,4,2,2,4,13.0,1,157.92
1,2017,3,21,4,3,2,4,13.0,1,161.28
1,2017,3,21,5,0,2,4,13.0,1,167.04
1,2017,3,21,5,1,2,4,13.0,1,185.76
1,2017,3,21,5,2,2,4,13.0,1,186.72
1,2017,3,21,5,3,2,4,13.0,1,193.92
1,2017,3,21,6,0,2,4,13.0,1,183.36
1,2017,3,21,6,1,2,4,13.0,1,186.72
1,2017,3,21,6,2,2,4,13.0,1,189.6
1,2017,3,21,6,3,2,4,13.0,1,190.56
1,2017,3,21,7,0,2,4,13.0,1,221.28
1,2017,3,21,7,1,2,4,13.0,1,237.6
1,2017,3,21,7,2,2,4,13.0,1,241.92
1,2017,3,21,7,3,2,4,13.0,1,249.12
1,2017,3,21,8,0,2,4,13.0,1,267.84
1,2017,3,21,8,1,2,4,13.0,1,332.16
1,2017,3,21,8,2,2,4,13.0,1,525.6
1,2017,3,21,8,3,2,4,13.0,1,544.32
1,2017,3,21,9,0,2,4,13.0,1,556.32
1,2017,3,21,9,1,2,4,13.0,1,593.76
1,2017,3,21,9,2,2,4,13.0,1,536.64
1,2017,3,21,9,3,2,4,13.0,1,454.08
1,2017,3,21,10,0,2,4,13.0,1,417.12
1,2017,3,21,10,1,2,4,13.0,1,431.52
1,2017,3,21,10,2,2,4,13.0,1,398.88
1,2017,3,21,10,3,2,4,13.0,1,403.2
1,2017,3,21,11,0,2,4,13.0,1,387.84
1,2017,3,21,11,1,2,4,13.0,1,387.84
1,2017,3,21,11,2,2,4,13.0,1,371.52
1,2017,3,21,11,3,2,4,13.0,1,352.8
1,2017,3,21,12,0,2,4,13.0,1,346.56
1,2017,3,21,12,1,2,4,13.0,1,291.36
1,2017,3,21,12,2,2,4,13.0,1,267.36
1,2017,3,21,12,3,2,4,13.0,1,267.36
1,2017,3,21,13,0,2,4,13.0,1,255.84
1,2017,3,21,13,1,2,4,13.0,1,318.24
1,2017,3,21,13,2,2,4,13.0,1,315.36
1,2017,3,21,13,3,2,4,13.0,1,316.32
1,2017,3,21,14,0,2,4,13.0,1,301.44
1,2017,3,21,14,1,2,4,13.0,1,284.64
1,2017,3,21,14,2,2,4,13.0,1,286.08
1,2017,3,21,14,3,2,4,13.0,1,291.36
1,2017,3,21,15,0,2,4,13.0,1,293.76
1,2017,3,21,15,1,2,4,13.0,1,303.84
1,2017,3,21,15,2,2,4,13.0,1,278.4
1,2017,3,21,15,3,2,4,13.0,1,289.44
1,2017,3,21,16,0,2,4,13.0,1,284.64
1,2017,3,21,16,1,2,4,13.0,1,288.0
1,2017,3,21,16,2,2,4,13.0,1,281.76
1,2017,3,21,16,3,2,4,13.0,1,282.72
1,2017,3,21,17,0,2,4,13.0,1,287.04
1,2017,3,21,17,1,2,4,13.0,1,298.56
1,2017,3,21,17,2,2,4,13.0,1,310.08
1,2017,3,21,17,3,2,4,13.0,1,316.8
1,2017,3,21,18,0,2,4,13.0,1,308.64
1,2017,3,21,18,1,2,4,13.0,1,287.04
1,2017,3,21,18,2,2,4,13.0,1,298.56
1,2017,3,21,18,3,2,4,13.0,1,289.92
1,2017,3,21,19,0,2,4,13.0,1,288.0
1,2017,3,21,19,1,2,4,13.0,1,295.68
1,2017,3,21,19,2,2,4,13.0,1,304.32
1,2017,3,21,19,3,2,4,13.0,1,301.44
1,2017,3,21,20,0,2,4,13.0,1,270.72
1,2017,3,21,20,1,2,4,13.0,1,240.96
1,2017,3,21,20,2,2,4,13.0,1,238.56
1,2017,3,21,20,3,2,4,13.0,1,240.48
1,2017,3,21,21,0,2,4,13.0,1,238.08
1,2017,3,21,21,1,2,4,13.0,1,230.4
1,2017,3,21,21,2,2,4,13.0,1,222.72
1,2017,3,21,21,3,2,4,13.0,1,230.88
1,2017,3,21,22,0,2,4,13.0,1,228.48
1,2017,3,21,22,1,2,4,13.0,1,210.72
1,2017,3,21,22,2,2,4,13.0,1,207.84
1,2017,3,21,22,3,2,4,13.0,1,204.48
1,2017,3,21,23,0,2,4,13.0,1,201.6
1,2017,3,21,23,1,2,4,13.0,1,204.48
1,2017,3,21,23,2,2,4,13.0,1,186.24
1,2017,3,21,23,3,2,4,13.0,1,182.4
1,2017,3,21,24,0,2,4,13.0,1,181.92
1,2017,3,22,0,1,3,4,14.6,2,180.0
1,2017,3,22,0,2,3,4,14.6,2,180.48
1,2017,3,22,0,3,3,4,14.6,2,180.48
1,2017,3,22,1,0,3,4,14.6,2,192.0
1,2017,3,22,1,1,3,4,14.6,2,185.28
1,2017,3,22,1,2,3,4,14.6,2,183.36
1,2017,3,22,1,3,3,4,14.6,2,183.36
1,2017,3,22,2,0,3,4,14.6,2,182.88
1,2017,3,22,2,1,3,4,14.6,2,198.24
1,2017,3,22,2,2,3,4,14.6,2,180.96
1,2017,3,22,2,3,3,4,14.6,2,180.96
1,2017,3,22,3,0,3,4,14.6,2,180.48
1,2017,3,22,3,1,3,4,14.6,2,185.28
1,2017,3,22,3,2,3,4,14.6,2,196.32
1,2017,3,22,3,3,3,4,14.6,2,184.32
1,2017,3,22,4,0,3,4,14.6,2,184.8
1,2017,3,22,4,1,3,4,14.6,2,183.36
1,2017,3,22,4,2,3,4,14.6,2,198.24
1,2017,3,22,4,3,3,4,14.6,2,183.36
1,2017,3,22,5,0,3,4,14.6,2,179.04
1,2017,3,22,5,1,3,4,14.6,2,201.6
1,2017,3,22,5,2,3,4,14.6,2,204.48
1,2017,3,22,5,3,3,4,14.6,2,218.88
1,2017,3,22,6,0,3,4,14.6,2,215.04
1,2017,3,22,6,1,3,4,14.6,2,205.92
1,2017,3,22,6,2,3,4,14.6,2,202.56
1,2017,3,22,6,3,3,4,14.6,2,214.08
1,2017,3,22,7,0,3,4,14.6,2,240.0
1,2017,3,22,7,1,3,4,14.6,2,298.56
1,2017,3,22,7,2,3,4,14.6,2,351.84
1,2017,3,22,7,3,3,4,14.6,2,385.92
1,2017,3,22,8,0,3,4,14.6,2,435.36
1,2017,3,22,8,1,3,4,14.6,2,580.8
1,2017,3,22,8,2,3,4,14.6,2,580.8
1,2017,3,22,8,3,3,4,14.6,2,563.04
1,2017,3,22,9,0,3,4,14.6,2,589.92
1,2017,3,22,9,1,3,4,14.6,2,585.12
1,2017,3,22,9,2,3,4,14.6,2,539.04
1,2017,3,22,9,3,3,4,14.6,2,488.64
1,2017,3,22,10,0,3,4,14.6,2,471.36
1,2017,3,22,10,1,3,4,14.6,2,441.6
1,2017,3,22,10,2,3,4,14.6,2,451.2
1,2017,3,22,10,3,3,4,14.6,2,441.6
1,2017,3,22,11,0,3,4,14.6,2,433.44
1,2017,3,22,11,1,3,4,14.6,2,407.52
1,2017,3,22,11,2,3,4,14.6,2,404.64
1,2017,3,22,11,3,3,4,14.6,2,392.64
1,2017,3,22,12,0,3,4,14.6,2,382.56
1,2017,3,22,12,1,3,4,14.6,2,331.68
1,2017,3,22,12,2,3,4,14.6,2,322.56
1,2017,3,22,12,3,3,4,14.6,2,344.16
1,2017,3,22,13,0,3,4,14.6,2,336.48
1,2017,3,22,13,1,3,4,14.6,2,361.92
1,2017,3,22,13,2,3,4,14.6,2,375.84
1,2017,3,22,13,3,3,4,14.6,2,362.88
1,2017,3,22,14,0,3,4,14.6,2,337.44
1,2017,3,22,14,1,3,4,14.6,2,319.2
1,2017,3,22,14,2,3,4,14.6,2,319.2
1,2017,3,22,14,3,3,4,14.6,2,321.6
1,2017,3,22,15,0,3,4,14.6,2,297.12
1,2017,3,22,15,1,3,4,14.6,2,296.16
1,2017,3,22,15,2,3,4,14.6,2,293.28
1,2017,3,22,15,3,3,4,14.6,2,291.84
1,2017,3,22,16,0,3,4,14.6,2,294.24
1,2017,3,22,16,1,3,4,14.6,2,293.28
1,2017,3,22,16,2,3,4,14.6,2,322.56
1,2017,3,22,16,3,3,4,14.6,2,318.72
1,2017,3,22,17,0,3,4,14.6,2,327.36
1,2017,3,22,17,1,3,4,14.6,2,336.0
1,2017,3,22,17,2,3,4,14.6,2,358.56
1,2017,3,22,17,3,3,4,14.6,2,336.0
1,2017,3,22,18,0,3,4,14.6,2,323.52
1,2017,3,22,18,1,3,4,14.6,2,305.28
1,2017,3,22,18,2,3,4,14.6,2,306.24
1,2017,3,22,18,3,3,4,14.6,2,300.48
1,2017,3,22,19,0,3,4,14.6,2,299.04
1,2017,3,22,19,1,3,4,14.6,2,300.0
1,2017,3,22,19,2,3,4,14.6,2,281.28
1,2017,3,22,19,3,3,4,14.6,2,268.8
1,2017,3,22,20,0,3,4,14.6,2,264.96
1,2017,3,22,20,1,3,4,14.6,2,251.04
1,2017,3,22,20,2,3,4,14.6,2,253.92
1,2017,3,22,20,3,3,4,14.6,2,236.16
1,2017,3,22,21,0,3,4,14.6,2,228.0
1,2017,3,22,21,1,3,4,14.6,2,228.0
1,2017,3,22,21,2,3,4,14.6,2,225.6
1,2017,3,22,21,3,3,4,14.6,2,216.96
1,2017,3,22,22,0,3,4,14.6,2,223.68
1,2017,3,22,22,1,3,4,14.6,2,209.28
1,2017,3,22,22,2,3,4,14.6,2,206.4
1,2017,3,22,22,3,3,4,14.6,2,202.08
1,2017,3,22,23,0,3,4,14.6,2,194.88
1,2017,3,22,23,1,3,4,14.6,2,199.2
1,2017,3,22,23,2,3,4,14.6,2,186.72
1,2017,3,22,23,3,3,4,14.6,2,179.52
1,2017,3,22,24,0,3,4,14.6,2,173.28
1,2017,3,23,0,1,4,4,16.6,1,170.88
1,2017,3,23,0,2,4,4,16.6,1,193.44
1,2017,3,23,0,3,4,4,16.6,1,172.32
1,2017,3,23,1,0,4,4,16.6,1,168.48
1,2017,3,23,1,1,4,4,16.6,1,161.28
1,2017,3,23,1,2,4,4,16.6,1,170.4
1,2017,3,23,1,3,4,4,16.6,1,185.28
1,2017,3,23,2,0,4,4,16.6,1,168.48
1,2017,3,23,2,1,4,4,16.6,1,167.04
1,2017,3,23,2,2,4,4,16.6,1,165.12
1,2017,3,23,2,3,4,4,16.6,1,169.92
1,2017,3,23,3,0,4,4,16.6,1,166.08
1,2017,3,23,3,1,4,4,16.6,1,169.44
1,2017,3,23,3,2,4,4,16.6,1,168.0
1,2017,3,23,3,3,4,4,16.6,1,178.56
1,2017,3,23,4,0,4,4,16.6,1,171.84
1,2017,3,23,4,1,4,4,16.6,1,162.24
1,2017,3,23,4,2,4,4,16.6,1,159.84
1,2017,3,23,4,3,4,4,16.6,1,167.04
1,2017,3,23,5,0,4,4,16.6,1,179.52
1,2017,3,23,5,1,4,4,16.6,1,189.12
1,2017,3,23,5,2,4,4,16.6,1,191.04
1,2017,3,23,5,3,4,4,16.6,1,191.52
1,2017,3,23,6,0,4,4,16.6,1,193.44
1,2017,3,23,6,1,4,4,16.6,1,190.56
1,2017,3,23,6,2,4,4,16.6,1,194.4
1,2017,3,23,6,3,4,4,16.6,1,198.72
1,2017,3,23,7,0,4,4,16.6,1,196.8
1,2017,3,23,7,1,4,4,16.6,1,225.12
1,2017,3,23,7,2,4,4,16.6,1,228.0
1,2017,3,23,7,3,4,4,16.6,1,245.28
1,2017,3,23,8,0,4,4,16.6,1,309.12
1,2017,3,23,8,1,4,4,16.6,1,563.52
1,2017,3,23,8,2,4,4,16.6,1,546.72
1,2017,3,23,8,3,4,4,16.6,1,531.84
1,2017,3,23,9,0,4,4,16.6,1,507.36
1,2017,3,23,9,1,4,4,16.6,1,570.24
1,2017,3,23,9,2,4,4,16.6,1,471.84
1,2017,3,23,9,3,4,4,16.6,1,419.04
1,2017,3,23,10,0,4,4,16.6,1,396.0
1,2017,3,23,10,1,4,4,16.6,1,391.68
1,2017,3,23,10,2,4,4,16.6,1,389.28
1,2017,3,23,10,3,4,4,16.6,1,357.6
1,2017,3,23,11,0,4,4,16.6,1,352.32
1,2017,3,23,11,1,4,4,16.6,1,347.52
1,2017,3,23,11,2,4,4,16.6,1,332.16
1,2017,3,23,11,3,4,4,16.6,1,337.44
1,2017,3,23,12,0,4,4,16.6,1,316.8
1,2017,3,23,12,1,4,4,16.6,1,256.8
1,2017,3,23,12,2,4,4,16.6,1,251.52
1,2017,3,23,12,3,4,4,16.6,1,279.84
1,2017,3,23,13,0,4,4,16.6,1,271.2
1,2017,3,23,13,1,4,4,16.6,1,307.68
1,2017,3,23,13,2,4,4,16.6,1,312.0
1,2017,3,23,13,3,4,4,16.6,1,307.68
1,2017,3,23,14,0,4,4,16.6,1,298.56
1,2017,3,23,14,1,4,4,16.6,1,282.24
1,2017,3,23,14,2,4,4,16.6,1,271.2
1,2017,3,23,14,3,4,4,16.6,1,277.44
1,2017,3,23,15,0,4,4,16.6,1,278.88
1,2017,3,23,15,1,4,4,16.6,1,282.24
1,2017,3,23,15,2,4,4,16.6,1,272.64
1,2017,3,23,15,3,4,4,16.6,1,300.48
1,2017,3,23,16,0,4,4,16.6,1,284.64
1,2017,3,23,16,1,4,4,16.6,1,273.12
1,2017,3,23,16,2,4,4,16.6,1,305.28
1,2017,3,23,16,3,4,4,16.6,1,289.44
1,2017,3,23,17,0,4,4,16.6,1,308.64
1,2017,3,23,17,1,4,4,16.6,1,296.64
1,2017,3,23,17,2,4,4,16.6,1,315.36
1,2017,3,23,17,3,4,4,16.6,1,311.04
1,2017,3,23,18,0,4,4,16.6,1,292.32
1,2017,3,23,18,1,4,4,16.6,1,261.6
1,2017,3,23,18,2,4,4,16.6,1,268.32
1,2017,3,23,18,3,4,4,16.6,1,262.08
1,2017,3,23,19,0,4,4,16.6,1,266.88
1,2017,3,23,19,1,4,4,16.6,1,258.24
1,2017,3,23,19,2,4,4,16.6,1,242.88
1,2017,3,23,19,3,4,4,16.6,1,249.6
1,2017,3,23,20,0,4,4,16.6,1,250.56
1,2017,3,23,20,1,4,4,16.6,1,225.6
1,2017,3,23,20,2,4,4,16.6,1,216.96
1,2017,3,23,20,3,4,4,16.6,1,226.08
1,2017,3,23,21,0,4,4,16.6,1,211.2
1,2017,3,23,21,1,4,4,16.6,1,216.96
1,2017,3,23,21,2,4,4,16.6,1,211.68
1,2017,3,23,21,3,4,4,16.6,1,207.84
1,2017,3,23,22,0,4,4,16.6,1,203.52
1,2017,3,23,22,1,4,4,16.6,1,191.52
1,2017,3,23,22,2,4,4,16.6,1,196.8
1,2017,3,23,22,3,4,4,16.6,1,198.72
1,2017,3,23,23,0,4,4,16.6,1,197.76
1,2017,3,23,23,1,4,4,16.6,1,189.12
1,2017,3,23,23,2,4,4,16.6,1,179.52
1,2017,3,23,23,3,4,4,16.6,1,177.6
1,2017,3,23,24,0,4,4,16.6,1,175.68
1,2017,3,24,0,1,5,4,15.6,2,163.2
1,2017,3,24,0,2,5,4,15.6,2,167.52
1,2017,3,24,0,3,5,4,15.6,2,169.92
1,2017,3,24,1,0,5,4,15.6,2,169.92
1,2017,3,24,1,1,5,4,15.6,2,171.84
1,2017,3,24,1,2,5,4,15.6,2,186.24
1,2017,3,24,1,3,5,4,15.6,2,172.32
1,2017,3,24,2,0,5,4,15.6,2,171.84
1,2017,3,24,2,1,5,4,15.6,2,170.88
1,2017,3,24,2,2,5,4,15.6,2,169.44
1,2017,3,24,2,3,5,4,15.6,2,180.48
1,2017,3,24,3,0,5,4,15.6,2,171.36
1,2017,3,24,3,1,5,4,15.6,2,170.88
1,2017,3,24,3,2,5,4,15.6,2,167.52
1,2017,3,24,3,3,5,4,15.6,2,176.16
1,2017,3,24,4,0,5,4,15.6,2,186.72
1,2017,3,24,4,1,5,4,15.6,2,170.88
1,2017,3,24,4,2,5,4,15.6,2,169.92
1,2017,3,24,4,3,5,4,15.6,2,170.88
1,2017,3,24,5,0,5,4,15.6,2,184.8
1,2017,3,24,5,1,5,4,15.6,2,191.52
1,2017,3,24,5,2,5,4,15.6,2,194.88
1,2017,3,24,5,3,5,4,15.6,2,193.44
1,2017,3,24,6,0,5,4,15.6,2,195.84
1,2017,3,24,6,1,5,4,15.6,2,189.6
1,2017,3,24,6,2,5,4,15.6,2,195.36
1,2017,3,24,6,3,5,4,15.6,2,197.76
1,2017,3,24,7,0,5,4,15.6,2,226.56
1,2017,3,24,7,1,5,4,15.6,2,238.56
1,2017,3,24,7,2,5,4,15.6,2,245.28
1,2017,3,24,7,3,5,4,15.6,2,260.16
1,2017,3,24,8,0,5,4,15.6,2,388.8
1,2017,3,24,8,1,5,4,15.6,2,511.2
1,2017,3,24,8,2,5,4,15.6,2,501.6
1,2017,3,24,8,3,5,4,15.6,2,503.04
1,2017,3,24,9,0,5,4,15.6,2,493.44
1,2017,3,24,9,1,5,4,15.6,2,503.52
1,2017,3,24,9,2,5,4,15.6,2,472.32
1,2017,3,24,9,3,5,4,15.6,2,445.92
1,2017,3,24,10,0,5,4,15.6,2,411.84
1,2017,3,24,10,1,5,4,15.6,2,415.68
1,2017,3,24,10,2,5,4,15.6,2,376.8
1,2017,3,24,10,3,5,4,15.6,2,366.24
1,2017,3,24,11,0,5,4,15.6,2,321.6
1,2017,3,24,11,1,5,4,15.6,2,312.0
1,2017,3,24,11,2,5,4,15.6,2,307.68
1,2017,3,24,11,3,5,4,15.6,2,278.88
1,2017,3,24,12,0,5,4,15.6,2,261.6
1,2017,3,24,12,1,5,4,15.6,2,228.96
1,2017,3,24,12,2,5,4,15.6,2,222.24
1,2017,3,24,12,3,5,4,15.6,2,225.6
1,2017,3,24,13,0,5,4,15.6,2,234.72
1,2017,3,24,13,1,5,4,15.6,2,273.6
1,2017,3,24,13,2,5,4,15.6,2,281.28
1,2017,3,24,13,3,5,4,15.6,2,304.8
1,2017,3,24,14,0,5,4,15.6,2,279.36
1,2017,3,24,14,1,5,4,15.6,2,262.56
1,2017,3,24,14,2,5,4,15.6,2,260.64
1,2017,3,24,14,3,5,4,15.6,2,269.76
1,2017,3,24,15,0,5,4,15.6,2,270.24
1,2017,3,24,15,1,5,4,15.6,2,275.04
1,2017,3,24,15,2,5,4,15.6,2,249.6
1,2017,3,24,15,3,5,4,15.6,2,247.68
1,2017,3,24,16,0,5,4,15.6,2,261.6
1,2017,3,24,16,1,5,4,15.6,2,259.68
1,2017,3,24,16,2,5,4,15.6,2,248.16
1,2017,3,24,16,3,5,4,15.6,2,266.4
1,2017,3,24,17,0,5,4,15.6,2,296.64
1,2017,3,24,17,1,5,4,15.6,2,291.84
1,2017,3,24,17,2,5,4,15.6,2,280.8
1,2017,3,24,17,3,5,4,15.6,2,272.16
1,2017,3,24,18,0,5,4,15.6,2,278.4
1,2017,3,24,18,1,5,4,15.6,2,258.72
1,2017,3,24,18,2,5,4,15.6,2,262.08
1,2017,3,24,18,3,5,4,15.6,2,258.72
1,2017,3,24,19,0,5,4,15.6,2,253.44
1,2017,3,24,19,1,5,4,15.6,2,256.32
1,2017,3,24,19,2,5,4,15.6,2,246.24
1,2017,3,24,19,3,5,4,15.6,2,247.2
1,2017,3,24,20,0,5,4,15.6,2,250.56
1,2017,3,24,20,1,5,4,15.6,2,227.52
1,2017,3,24,20,2,5,4,15.6,2,210.72
1,2017,3,24,20,3,5,4,15.6,2,213.6
1,2017,3,24,21,0,5,4,15.6,2,205.44
1,2017,3,24,21,1,5,4,15.6,2,209.76
1,2017,3,24,21,2,5,4,15.6,2,216.96
1,2017,3,24,21,3,5,4,15.6,2,215.52
1,2017,3,24,22,0,5,4,15.6,2,211.2
1,2017,3,24,22,1,5,4,15.6,2,196.8
1,2017,3,24,22,2,5,4,15.6,2,193.92
1,2017,3,24,22,3,5,4,15.6,2,198.72
1,2017,3,24,23,0,5,4,15.6,2,200.16
1,2017,3,24,23,1,5,4,15.6,2,179.52
1,2017,3,24,23,2,5,4,15.6,2,170.4
1,2017,3,24,23,3,5,4,15.6,2,176.16
1,2017,3,24,24,0,5,4,15.6,2,181.92
1,2017,3,25,0,1,6,5,9.9,2,180.0
1,2017,3,25,0,2,6,5,9.9,2,178.08
1,2017,3,25,0,3,6,5,9.9,2,170.88
1,2017,3,25,1,0,6,5,9.9,2,172.32
1,2017,3,25,1,1,6,5,9.9,2,179.04
1,2017,3,25,1,2,6,5,9.9,2,195.84
1,2017,3,25,1,3,6,5,9.9,2,179.04
1,2017,3,25,2,0,6,5,9.9,2,179.52
1,2017,3,25,2,1,6,5,9.9,2,169.44
1,2017,3,25,2,2,6,5,9.9,2,175.2
1,2017,3,25,2,3,6,5,9.9,2,179.04
1,2017,3,25,3,0,6,5,9.9,2,191.04
1,2017,3,25,3,1,6,5,9.9,2,173.28
1,2017,3,25,3,2,6,5,9.9,2,166.56
1,2017,3,25,3,3,6,5,9.9,2,167.52
1,2017,3,25,4,0,6,5,9.9,2,171.84
1,2017,3,25,4,1,6,5,9.9,2,174.72
1,2017,3,25,4,2,6,5,9.9,2,158.88
1,2017,3,25,4,3,6,5,9.9,2,166.56
1,2017,3,25,5,0,6,5,9.9,2,165.12
1,2017,3,25,5,1,6,5,9.9,2,188.16
1,2017,3,25,5,2,6,5,9.9,2,182.88
1,2017,3,25,5,3,6,5,9.9,2,189.6
1,2017,3,25,6,0,6,5,9.9,2,191.52
1,2017,3,25,6,1,6,5,9.9,2,185.76
1,2017,3,25,6,2,6,5,9.9,2,184.32
1,2017,3,25,6,3,6,5,9.9,2,176.64
1,2017,3,25,7,0,6,5,9.9,2,180.96
1,2017,3,25,7,1,6,5,9.9,2,186.24
1,2017,3,25,7,2,6,5,9.9,2,198.72
1,2017,3,25,7,3,6,5,9.9,2,198.24
1,2017,3,25,8,0,6,5,9.9,2,195.84
1,2017,3,25,8,1,6,5,9.9,2,195.84
1,2017,3,25,8,2,6,5,9.9,2,187.68
1,2017,3,25,8,3,6,5,9.9,2,203.04
1,2017,3,25,9,0,6,5,9.9,2,208.8
1,2017,3,25,9,1,6,5,9.9,2,206.4
1,2017,3,25,9,2,6,5,9.9,2,195.36
1,2017,3,25,9,3,6,5,9.9,2,185.76
1,2017,3,25,10,0,6,5,9.9,2,189.12
1,2017,3,25,10,1,6,5,9.9,2,194.88
1,2017,3,25,10,2,6,5,9.9,2,194.88
1,2017,3,25,10,3,6,5,9.9,2,192.48
1,2017,3,25,11,0,6,5,9.9,2,187.68
1,2017,3,25,11,1,6,5,9.9,2,186.24
1,2017,3,25,11,2,6,5,9.9,2,193.44
1,2017,3,25,11,3,6,5,9.9,2,195.36
1,2017,3,25,12,0,6,5,9.9,2,196.32
1,2017,3,25,12,1,6,5,9.9,2,192.48
1,2017,3,25,12,2,6,5,9.9,2,182.4
1,2017,3,25,12,3,6,5,9.9,2,180.48
1,2017,3,25,13,0,6,5,9.9,2,176.16
1,2017,3,25,13,1,6,5,9.9,2,177.6
1,2017,3,25,13,2,6,5,9.9,2,203.04
1,2017,3,25,13,3,6,5,9.9,2,206.4
1,2017,3,25,14,0,6,5,9.9,2,196.8
1,2017,3,25,14,1,6,5,9.9,2,184.32
1,2017,3,25,14,2,6,5,9.9,2,181.92
1,2017,3,25,14,3,6,5,9.9,2,192.96
1,2017,3,25,15,0,6,5,9.9,2,191.04
1,2017,3,25,15,1,6,5,9.9,2,194.4
1,2017,3,25,15,2,6,5,9.9,2,188.16
1,2017,3,25,15,3,6,5,9.9,2,181.92
1,2017,3,25,16,0,6,5,9.9,2,180.48
1,2017,3,25,16,1,6,5,9.9,2,196.32
1,2017,3,25,16,2,6,5,9.9,2,207.84
1,2017,3,25,16,3,6,5,9.9,2,212.64
1,2017,3,25,17,0,6,5,9.9,2,226.56
1,2017,3,25,17,1,6,5,9.9,2,218.88
1,2017,3,25,17,2,6,5,9.9,2,218.4
1,2017,3,25,17,3,6,5,9.9,2,221.28
1,2017,3,25,18,0,6,5,9.9,2,220.8
1,2017,3,25,18,1,6,5,9.9,2,220.8
1,2017,3,25,18,2,6,5,9.9,2,218.88
1,2017,3,25,18,3,6,5,9.9,2,212.16
1,2017,3,25,19,0,6,5,9.9,2,222.72
1,2017,3,25,19,1,6,5,9.9,2,222.24
